transaction_id,user_id,timestamp,amount,merchant_category,hour_of_day,day_of_week,distance_from_home,distance_from_last,time_since_last,is_weekend,is_night,velocity_1h,velocity_24h,is_fraud
TXN00112399,2692,2023-12-30 09:32:43.948739,68.24,grocery,9,5,10.5,7.2,22.0,1,0,0,0,0
TXN00032860,485,2023-04-25 19:07:20.159548,54.59,grocery,19,1,6.1,2.0,90.0,0,0,0,0,0
TXN00000633,4659,2023-05-04 20:23:54.781306,77.19,entertainment,20,3,4.5,3.3,368.0,0,0,1,0,0
TXN00116500,2080,2024-01-01 01:10:04.715460,50.37,restaurant,1,0,0.3,0.9,182.0,0,1,0,0,0
TXN00020797,1415,2023-02-16 13:33:02.552322,39.67,healthcare,13,3,16.2,9.0,46.0,0,0,0,3,0
TXN00033055,1057,2023-01-10 01:09:42.136707,33.9,travel,1,1,4.5,9.8,219.0,0,1,1,1,0
TXN00066979,4445,2023-06-03 11:14:15.455912,9.68,gas_station,11,5,15.0,0.8,62.0,1,0,0,0,0
TXN00080257,2436,2023-10-09 12:38:02.646252,110.35,travel,12,0,2.3,1.0,182.0,0,0,1,0,0
TXN00037736,1853,2023-04-09 11:01:26.267461,869.26,online_retail,11,6,7.7,3.5,119.0,1,0,0,3,0
TXN00079313,2086,2023-03-26 13:56:39.442258,51.47,restaurant,13,6,3.2,3.2,342.0,1,0,1,1,0
TXN00090232,4735,2023-04-07 04:44:08.600146,188.88,restaurant,4,4,3.9,1.4,14.0,0,1,1,1,0
TXN00115990,3829,2023-06-21 14:48:30.945477,16.96,grocery,14,2,8.7,6.1,940.0,0,0,0,1,0
TXN00033101,1838,2023-06-18 15:24:44.412487,31.71,gas_station,15,6,10.6,10.8,100.0,1,0,1,2,0
TXN00034455,4470,2023-05-05 13:30:55.819248,17.39,gas_station,13,4,7.8,0.9,71.0,0,0,0,0,0
TXN00004982,1458,2023-05-25 12:08:43.102482,72.83,restaurant,12,3,1.9,2.2,156.0,0,0,0,0,0
TXN00078788,4530,2023-06-28 16:43:58.306769,6.62,grocery,16,2,4.8,5.9,554.0,0,0,1,3,0
TXN00074898,998,2023-06-15 13:15:57.339125,23.57,gas_station,13,3,3.3,2.9,703.0,0,0,0,3,0
TXN00006925,3802,2023-09-09 15:20:15.713382,101.89,gas_station,15,5,7.7,0.1,264.0,1,0,0,3,0
TXN00004060,1019,2023-06-26 14:21:02.276282,52.14,online_retail,14,0,7.0,3.3,46.0,0,0,0,0,0
TXN00025874,4227,2023-03-26 14:03:42.809453,115.34,gas_station,14,6,1.0,1.9,180.0,1,0,0,3,0
TXN00050595,723,2023-07-23 18:26:37.372327,126.2,healthcare,18,6,3.8,3.6,99.0,1,0,0,0,0
TXN00016265,172,2023-10-19 06:12:54.728676,32.63,grocery,6,3,12.8,10.3,88.0,0,0,0,0,0
TXN00022521,3312,2023-12-07 04:29:13.332255,103.01,gas_station,4,3,3.6,1.2,0.0,0,1,0,4,0
TXN00120933,4781,2023-03-22 11:14:17.566949,22.85,travel,11,2,2.3,1.8,112.0,0,0,1,0,0
TXN00084396,3619,2023-04-06 23:01:51.910538,46.34,restaurant,23,3,6.3,3.7,125.0,0,1,0,1,0
TXN00023972,105,2023-09-03 06:06:37.122393,72.26,healthcare,6,6,0.5,0.9,186.0,1,0,0,4,0
TXN00061037,2513,2023-08-15 04:03:40.105891,42.5,online_retail,4,1,3.3,13.5,45.0,0,1,0,2,0
TXN00031505,2760,2023-08-08 14:43:28.662718,130.45,electronics,14,1,0.2,1.6,14.0,0,0,1,1,0
TXN00091766,2293,2023-05-31 06:09:54.505288,34.91,online_retail,6,2,2.2,4.2,490.0,0,0,0,0,0
TXN00072641,2688,2023-09-27 12:27:37.207380,13.26,restaurant,12,2,9.6,1.5,123.0,0,0,0,0,0
TXN00046576,782,2023-06-03 10:19:53.425222,67.47,restaurant,10,5,1.8,1.2,192.0,1,0,0,1,0
TXN00071336,1116,2023-12-01 08:31:00.336371,84.84,grocery,8,4,7.0,8.7,356.0,0,0,1,0,0
TXN00048860,9,2023-12-19 05:45:32.762657,33.98,grocery,5,1,9.1,3.1,110.0,0,1,0,0,0
TXN00017891,3868,2023-09-13 13:18:46.118873,16.97,restaurant,13,2,10.8,8.0,7.0,0,0,0,1,0
TXN00096621,3544,2023-10-25 10:40:01.588364,34.71,grocery,10,2,3.6,0.6,81.0,0,0,0,0,0
TXN00027402,1611,2023-12-12 22:19:40.514023,63.99,gas_station,22,1,8.0,0.5,40.0,0,1,1,2,0
TXN00114908,1540,2023-11-05 01:50:12.194988,76.04,grocery,1,6,5.9,2.7,30.0,1,1,1,0,0
TXN00051798,2333,2023-09-11 04:54:10.092913,85.59,grocery,4,0,4.1,3.0,74.0,0,1,0,5,0
TXN00075891,2184,2023-05-05 19:40:44.760332,37.12,restaurant,19,4,0.8,0.9,226.0,0,0,0,2,0
TXN00077719,3106,2023-07-24 19:33:30.918721,21.02,grocery,19,0,6.5,0.9,1.0,0,0,0,2,0
TXN00084677,2028,2023-10-30 21:24:48.977491,174.73,electronics,21,0,8.6,1.3,63.0,0,0,1,2,0
TXN00107298,1450,2023-05-29 14:57:56.140262,137.4,travel,14,0,19.3,4.6,84.0,0,0,0,2,0
TXN00064690,573,2023-07-11 13:57:10.570727,40.97,electronics,13,1,6.9,1.0,446.0,0,0,1,0,0
TXN00119423,614,2023-06-30 00:34:18.685619,12.02,gas_station,0,4,6.2,6.0,101.0,0,1,1,3,0
TXN00107313,3049,2023-02-05 14:12:55.644296,10.7,grocery,14,6,0.8,3.0,93.0,1,0,0,1,0
TXN00009995,959,2023-12-19 22:05:58.172657,88.91,electronics,22,1,7.4,10.5,271.0,0,1,0,2,0
TXN00085767,2480,2023-06-23 04:14:04.956104,101.21,grocery,4,4,4.4,0.6,38.0,0,1,0,1,0
TXN00052506,102,2023-09-12 05:51:17.522838,18.78,online_retail,5,1,2.9,0.2,275.0,0,1,0,2,0
TXN00002503,1728,2023-03-27 04:54:08.398308,40.35,gas_station,4,0,2.3,2.2,48.0,0,1,0,1,0
TXN00078567,204,2023-01-31 04:28:06.446642,146.06,electronics,4,1,5.3,6.1,188.0,0,1,1,5,0
TXN00014681,2980,2023-04-29 18:18:21.798022,102.08,grocery,18,5,3.2,1.8,33.0,1,0,0,3,0
TXN00025919,2999,2023-11-27 22:34:31.441356,35.73,electronics,22,0,10.6,0.7,254.0,0,1,0,1,0
TXN00112526,4306,2023-10-26 15:48:37.712925,72.79,gas_station,15,3,1.9,1.0,70.0,0,0,0,2,0
TXN00000329,4625,2023-12-21 21:52:17.408404,28.37,restaurant,21,3,4.1,2.1,77.0,0,0,0,2,0
TXN00122583,656,2023-05-27 17:14:36.378203,11.19,online_retail,17,5,7.2,2.1,93.0,1,0,0,0,0
TXN00101078,4009,2023-08-09 01:22:39.835811,78.27,restaurant,1,2,16.5,0.3,226.0,0,1,1,1,0
TXN00064800,4099,2023-07-06 04:34:34.232115,19.29,electronics,4,3,1.6,3.5,18.0,0,1,1,0,0
TXN00067775,966,2023-02-24 04:40:31.250104,626.76,electronics,4,4,1.6,2.6,213.0,0,1,0,0,0
TXN00117488,3851,2023-02-17 13:04:29.960753,48.39,restaurant,13,4,4.7,0.0,15.0,0,0,0,0,0
TXN00023175,4660,2023-10-01 23:26:20.194655,17.7,grocery,23,6,1.6,3.3,72.0,1,1,0,5,0
TXN00074360,4317,2023-10-19 22:58:41.300984,32.64,grocery,22,3,11.1,10.9,32.0,0,1,0,1,0
TXN00041450,3396,2023-11-06 17:59:42.120624,66.72,gas_station,17,0,3.9,2.4,251.0,0,0,0,0,0
TXN00020726,4185,2023-05-27 18:15:29.428230,20.09,online_retail,18,5,4.9,9.0,54.0,1,0,0,0,0
TXN00089477,2453,2023-08-18 04:30:45.260272,203.47,restaurant,4,4,4.4,2.5,17.0,0,1,0,3,0
TXN00080317,4381,2023-06-03 09:37:05.092460,73.31,gas_station,9,5,15.8,1.4,528.0,1,0,0,3,0
TXN00029748,3329,2023-01-18 07:15:08.012729,49.96,entertainment,7,2,0.4,0.1,71.0,0,0,0,3,0
TXN00096256,4238,2023-06-20 14:27:43.725100,24.03,utilities,14,1,6.2,6.9,332.0,0,0,1,2,0
TXN00051937,1287,2023-12-08 10:03:02.926854,22.12,grocery,10,4,7.3,4.3,264.0,0,0,1,4,0
TXN00042634,2461,2023-08-15 18:39:07.830540,8.93,gas_station,18,1,2.3,0.0,30.0,0,0,0,1,0
TXN00057032,3309,2023-11-14 18:50:10.381372,186.71,grocery,18,1,3.0,5.7,51.0,0,0,0,2,0
TXN00073217,1660,2023-02-18 05:31:17.325143,29.2,gas_station,5,5,0.4,0.1,258.0,1,1,1,0,0
TXN00024081,2078,2023-11-04 22:38:11.451102,63.98,restaurant,22,5,3.6,2.0,213.0,1,1,0,3,0
TXN00071531,1763,2023-12-05 19:59:46.583811,37.77,restaurant,19,1,15.2,0.2,61.0,0,0,2,0,0
TXN00059024,586,2023-04-21 18:54:12.682423,41.44,online_retail,18,4,6.1,1.5,6.0,0,0,0,3,0
TXN00105351,3708,2023-10-26 17:52:50.014762,182.06,gas_station,17,3,3.4,2.9,203.0,0,0,1,0,0
TXN00089498,607,2023-11-20 13:19:17.035760,47.71,gas_station,13,0,17.6,5.4,104.0,0,0,1,1,0
TXN00068241,4428,2023-06-06 22:50:04.583162,51.47,utilities,22,1,0.8,0.1,126.0,0,1,0,1,0
TXN00058899,4500,2023-10-23 02:25:39.076034,11.38,grocery,2,0,1.7,1.4,30.0,0,1,2,0,0
TXN00121615,3544,2023-01-14 07:30:17.949950,21.88,grocery,7,5,0.7,1.8,302.0,1,0,0,0,0
TXN00124703,2499,2023-01-27 21:50:55.284281,10.0,restaurant,21,4,2.7,2.0,37.0,0,0,0,0,0
TXN00095367,4335,2023-02-01 11:31:50.728546,4.28,restaurant,11,2,1.8,0.6,151.0,0,0,1,3,0
TXN00073738,2727,2023-06-30 00:12:08.563170,70.94,travel,0,4,0.8,2.2,155.0,0,1,0,0,0
TXN00037557,3996,2023-09-02 12:58:20.812282,56.96,grocery,12,5,19.4,6.4,110.0,1,0,0,1,0
TXN00033281,3150,2023-04-11 00:29:26.791416,187.58,online_retail,0,1,13.5,3.9,95.0,0,1,0,2,0
TXN00108862,1956,2023-07-01 07:50:02.364529,131.17,restaurant,7,5,1.0,0.2,142.0,1,0,0,1,0
TXN00031986,2609,2023-06-25 19:08:06.024059,128.51,restaurant,19,6,0.0,2.3,373.0,1,0,0,4,0
TXN00021422,2731,2023-11-05 17:33:58.370875,49.8,gas_station,17,6,14.1,2.7,38.0,1,0,0,0,0
TXN00027228,2126,2023-04-06 13:24:24.302145,16.11,gas_station,13,3,12.8,4.2,33.0,0,0,0,0,0
TXN00075098,3013,2023-07-07 04:18:41.238200,18.17,entertainment,4,4,2.9,8.2,234.0,0,1,1,0,0
TXN00073553,1730,2023-12-28 15:15:03.515971,105.23,utilities,15,3,3.6,1.2,38.0,0,0,0,2,0
TXN00061658,1596,2023-07-13 22:59:02.831889,53.3,online_retail,22,3,2.2,0.5,77.0,0,1,0,2,0
TXN00005852,1212,2023-02-17 17:43:48.393089,168.83,online_retail,17,4,1.6,0.5,27.0,0,0,0,1,0
TXN00073545,2132,2023-07-05 09:21:24.628937,16.34,electronics,9,2,7.8,0.5,63.0,0,0,0,0,0
TXN00030231,3886,2023-07-08 04:10:03.978168,103.91,restaurant,4,5,3.2,2.6,630.0,1,1,0,1,0
TXN00000652,3200,2023-09-17 16:16:56.971812,74.58,travel,16,6,2.2,3.3,179.0,1,0,0,5,0
TXN00076506,4501,2023-07-17 04:20:50.620939,33.7,restaurant,4,0,12.1,0.2,14.0,0,1,0,1,0
TXN00091376,2987,2023-01-19 06:20:30.546992,27.15,gas_station,6,3,4.0,1.0,0.0,0,0,0,3,0
TXN00038523,4752,2023-02-05 09:27:19.839565,41.68,grocery,9,6,14.9,1.5,256.0,1,0,0,3,0
TXN00128098,1238,2023-05-16 03:35:27.280149,49.06,utilities,3,1,7.4,0.5,101.0,0,1,0,3,0
TXN00105480,4324,2023-09-05 02:16:45.670798,11.61,restaurant,2,1,1.3,1.3,480.0,0,1,0,3,0
TXN00043429,2947,2023-03-22 21:56:08.677232,34.03,healthcare,21,2,0.6,1.3,153.0,0,0,0,2,0
TXN00104743,3714,2023-11-21 08:19:01.737758,30.63,grocery,8,1,2.5,9.1,10.0,0,0,0,1,0
TXN00125640,1218,2023-04-10 22:43:08.466733,136.02,restaurant,22,0,1.2,8.8,442.0,0,1,0,1,0
TXN00074279,2301,2023-06-05 22:00:16.471260,231.39,gas_station,22,0,3.9,1.8,934.0,0,1,0,1,0
TXN00015842,3196,2023-04-09 09:31:00.652914,241.91,gas_station,9,6,5.3,1.5,22.0,1,0,0,4,0
TXN00019937,3677,2023-06-18 11:59:10.427004,55.35,grocery,11,6,12.4,0.3,367.0,1,0,0,3,0
TXN00109143,587,2023-07-10 20:45:46.132727,124.75,restaurant,20,0,2.1,2.4,488.0,0,0,1,4,0
TXN00013706,1509,2023-08-18 16:25:39.090204,74.65,gas_station,16,4,1.4,5.2,327.0,0,0,1,2,0
TXN00081021,2606,2023-03-18 21:54:40.124648,491.84,restaurant,21,5,4.0,4.1,398.0,1,0,0,1,0
TXN00038327,795,2023-09-19 11:14:54.984305,38.92,online_retail,11,1,4.9,6.2,112.0,0,0,0,0,0
TXN00050742,3853,2023-11-18 16:52:39.179256,64.53,entertainment,16,5,12.6,2.5,138.0,1,0,0,3,0
TXN00025460,2295,2023-05-28 18:23:06.261738,22.69,grocery,18,6,2.0,1.7,186.0,1,0,0,1,0
TXN00027785,1644,2023-09-07 05:14:13.585207,740.76,entertainment,5,3,1.5,2.9,1178.0,0,1,0,0,0
TXN00011046,1571,2023-06-28 10:38:16.562463,17.14,gas_station,10,2,6.6,1.0,303.0,0,0,0,0,0
TXN00091728,4857,2023-01-14 10:58:00.766531,309.01,restaurant,10,5,0.3,0.0,107.0,1,0,0,0,0
TXN00025929,2888,2023-06-05 13:16:50.609361,13.22,travel,13,0,3.1,4.7,250.0,0,0,0,0,0
TXN00099637,249,2023-08-30 00:10:43.667182,70.96,grocery,0,2,0.3,0.7,224.0,0,1,0,0,0
TXN00053147,3303,2023-04-20 03:41:45.337806,62.54,grocery,3,3,1.0,1.3,453.0,0,1,0,0,0
TXN00076684,3946,2023-11-02 21:51:36.119429,65.55,online_retail,21,3,2.8,4.0,250.0,0,0,0,0,0
TXN00053280,3458,2023-10-23 10:04:22.377834,215.15,utilities,10,0,8.5,0.8,16.0,0,0,1,1,0
TXN00099936,3667,2023-12-12 22:57:34.214906,55.93,restaurant,22,1,2.1,0.1,96.0,0,1,0,1,0
TXN00004473,1167,2023-07-25 11:46:54.650562,56.56,healthcare,11,1,16.8,0.8,255.0,0,0,0,2,0
TXN00087038,4967,2023-01-17 00:59:14.263040,154.12,healthcare,0,1,8.4,2.4,224.0,0,1,0,2,0
TXN00035859,1144,2023-05-16 19:18:09.121671,45.75,healthcare,19,1,2.8,1.7,138.0,0,0,0,3,0
TXN00052112,1768,2023-10-11 10:38:14.205968,142.65,entertainment,10,2,1.2,10.5,245.0,0,0,0,0,0
TXN00053091,3540,2023-08-09 02:56:04.858758,72.95,online_retail,2,2,17.9,1.7,149.0,0,1,2,3,0
TXN00009898,91,2023-03-04 17:01:06.593705,12.99,grocery,17,5,13.6,1.5,39.0,1,0,1,0,0
TXN00064270,4434,2023-12-31 17:09:05.035542,30.24,restaurant,17,6,0.3,7.4,111.0,1,0,0,4,0
TXN00037179,4913,2023-10-30 19:07:27.242786,58.35,online_retail,19,0,0.3,3.0,36.0,0,0,1,2,0
TXN00110030,3212,2023-02-09 05:03:13.480682,123.96,cash_advance,5,3,3.9,2.7,117.0,0,1,0,2,0
TXN00076081,3998,2023-01-07 10:55:44.434867,20.22,travel,10,5,11.4,1.7,317.0,1,0,2,1,0
TXN00113250,4435,2023-11-09 06:58:23.261663,79.85,grocery,6,3,4.8,0.8,181.0,0,0,0,1,0
TXN00114692,463,2023-12-13 18:01:22.938260,15.62,online_retail,18,2,25.6,2.6,168.0,0,0,0,2,0
TXN00086641,3622,2023-01-07 19:59:50.449492,50.27,entertainment,19,5,3.0,0.5,302.0,1,0,1,0,0
TXN00052969,125,2023-05-20 17:43:13.414689,30.28,grocery,17,5,0.2,1.4,222.0,1,0,0,0,0
TXN00060296,592,2023-05-03 11:45:02.174398,593.29,healthcare,11,2,2.4,5.5,121.0,0,0,1,2,0
TXN00073535,663,2023-12-24 18:13:07.265397,33.6,gas_station,18,6,1.7,2.2,632.0,1,0,0,3,0
TXN00115204,2018,2023-10-19 21:06:46.051344,16.08,gas_station,21,3,9.4,1.2,7.0,0,0,1,0,0
TXN00074144,2915,2023-10-02 11:03:01.960110,61.91,gas_station,11,0,8.0,1.8,245.0,0,0,1,0,0
TXN00099058,4844,2023-06-24 23:07:13.378498,320.12,gas_station,23,5,8.4,5.0,366.0,1,1,0,3,0
TXN00009182,810,2023-01-29 22:46:59.875688,11.69,grocery,22,6,2.9,0.9,120.0,1,1,2,3,0
TXN00035154,1997,2023-12-13 21:47:20.526673,31.08,gas_station,21,2,10.2,5.3,371.0,0,0,1,0,0
TXN00098622,581,2023-04-07 07:29:14.223562,40.95,online_retail,7,4,0.9,0.4,907.0,0,0,1,1,0
TXN00000227,802,2023-07-05 15:36:13.452340,46.93,travel,15,2,2.1,0.6,606.0,0,0,0,0,0
TXN00108963,4675,2023-09-09 06:18:30.593021,176.53,restaurant,6,5,1.9,6.9,60.0,1,0,0,1,0
TXN00098444,2300,2023-01-07 21:01:16.212338,30.86,electronics,21,5,17.2,0.5,54.0,1,0,0,0,0
TXN00097473,2486,2023-11-22 18:33:59.382879,69.58,electronics,18,2,10.3,4.1,325.0,0,0,0,2,0
TXN00014181,1321,2023-05-10 00:48:21.649108,171.87,utilities,0,2,3.0,0.2,435.0,0,1,1,0,0
TXN00006214,1927,2023-07-22 12:44:44.277453,34.95,gas_station,12,5,3.9,11.2,640.0,1,0,0,3,0
TXN00119464,706,2023-11-19 16:27:43.635305,46.17,restaurant,16,6,7.6,1.1,333.0,1,0,0,1,0
TXN00061254,3600,2023-04-01 23:00:56.982419,40.51,gas_station,23,5,13.7,0.2,156.0,1,1,0,4,0
TXN00011981,4209,2023-08-10 22:09:28.347268,17.37,electronics,22,3,3.7,12.5,292.0,0,1,0,0,0
TXN00102276,1399,2023-12-28 01:41:16.254543,681.53,gas_station,1,3,1.8,7.1,41.0,0,1,0,2,0
TXN00092071,395,2023-02-24 00:57:03.750970,120.02,online_retail,0,4,13.0,3.5,417.0,0,1,0,3,0
TXN00064206,4468,2023-11-05 02:14:51.724652,107.61,grocery,2,6,0.7,1.7,536.0,1,1,2,0,0
TXN00040940,1705,2023-10-01 08:51:59.903667,93.54,restaurant,8,6,13.8,3.4,481.0,1,0,0,1,0
TXN00044284,373,2023-12-25 18:57:35.501681,34.4,entertainment,18,0,13.9,0.4,14.0,0,0,0,3,0
TXN00070700,4341,2023-01-28 11:25:30.769953,18.35,electronics,11,5,1.6,8.3,452.0,1,0,0,2,0
TXN00006271,4337,2023-12-26 20:58:21.316751,135.04,electronics,20,1,3.1,0.8,170.0,0,0,1,2,0
TXN00095341,2328,2023-08-08 02:55:58.772047,32.66,online_retail,2,1,10.9,0.0,88.0,0,1,0,0,0
TXN00000551,2572,2023-04-13 05:34:25.068768,23.97,grocery,5,3,0.1,1.1,151.0,0,1,1,1,0
TXN00066718,1769,2023-07-23 10:44:58.258866,169.97,grocery,10,6,6.9,11.2,307.0,1,0,1,0,0
TXN00071875,2349,2023-09-01 21:48:49.960830,29.24,online_retail,21,4,0.5,0.4,330.0,0,0,0,3,0
TXN00006848,230,2023-03-03 01:52:40.380510,634.19,online_retail,1,4,9.4,3.1,307.0,0,1,0,1,0
TXN00121989,1645,2023-06-19 18:43:07.374667,401.15,restaurant,18,0,2.7,5.9,26.0,0,0,0,4,0
TXN00107137,19,2023-01-30 00:49:26.047161,3.11,online_retail,0,0,1.2,0.8,144.0,0,1,1,4,0
TXN00118769,2744,2023-12-20 21:20:19.779634,221.98,travel,21,2,1.4,0.1,217.0,0,0,0,3,0
TXN00117824,2660,2023-05-06 17:49:39.687750,192.69,restaurant,17,5,1.7,0.1,161.0,1,0,0,2,0
TXN00126990,4579,2023-08-04 06:38:02.352886,30.86,entertainment,6,4,9.7,7.0,69.0,0,0,0,4,0
TXN00008267,91,2023-08-10 22:06:09.313487,103.02,restaurant,22,3,1.7,7.0,102.0,0,1,0,1,0
TXN00021777,3072,2023-01-14 03:55:28.210302,136.19,grocery,3,5,3.2,2.8,44.0,1,1,1,1,0
